ID_Point,ID_File,ID_Name,Group,Biome,Latitude,Longitude,Name,Description,Icon,X.Deforestation,Altitude,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,Density,Hand50,Hand100,Hand500,SA2001Tree,Slope,UTMZone,ClasseSolo,PercMA50m,PercMA100m,PercMA200m,PercMA500m,listabiomas
P2770,Odon_Cerrado_MS.xlsxP34,Odon_Cerrado_MS,Odon,Cerrado,-21.433,-56.442039,Olho_dagua,Odon_Cerrado_MS,170,0,281.99,238,117,61,2494.99,324,134,190,262,202,263.04,202,1360.05,175.05,42.87,39,509.05,152.87,483.18,152.87,18.23,38.02,13.93,38.02,3.3,1.71,21,Argissolos Vermelho-Amarelos Distroficos,1,1,1,1,CERRADO
P2771,Odon_Cerrado_MS.xlsxP35,Odon_Cerrado_MS,Odon,Cerrado,-21.17355,-56.421742,Pequeno,Odon_Cerrado_MS,170,100,295.85,236.05,117.61,61.61,2464.59,321.47,132.66,188.82,260.05,201.56,261.47,201.56,1366.72,188.53,38,42,519.95,144.43,510.62,212.43,15.05,29.85,50.6,35.33,11.96,3.03,21,Argissolos Vermelho-Amarelos Distroficos,0.82,0.48,0.34,0.26,CERRADO
P2772,Odon_Cerrado_MS.xlsxP36,Odon_Cerrado_MS,Odon,Cerrado,-21.170578,-56.441364,Cabana,Odon_Cerrado_MS,170,0.992893001,265.89,238.09,117,61,2468,324,135,189,262,204,264,203.09,1363,188,38,42,519,144,510,212,17.32,1.25,6.6,1.25,35.11,1.88,21,Argissolos Vermelhos Eutroficos,0.82,0.76,0.87,0.83,CERRADO
P2773,Odon_Cerrado_MS.xlsxP37,Odon_Cerrado_MS,Odon,Cerrado,-22.301433,-55.054722,Dourado,Odon_Cerrado_MS,170,100,364.56,232.57,118,59,2458.52,317.93,120.57,197.35,245.35,197.48,260,197.48,1443.26,185,49,35,521.1,178.17,414,178.17,29.97,9.63,7.45,9.63,15.79,1.47,21,Latossolos Vermelhos Distroferricos,1,0.97,0.99,0.98,ATLANTIC FOREST
P2774,Odon_Cerrado_MS.xlsxP38,Odon_Cerrado_MS,Odon,Cerrado,-22.272264,-55.032206,Canavial,Odon_Cerrado_MS,170,100,376.21,231.97,118,59.33,2463.6,316.72,120.06,196.67,245.63,196.54,259.06,196.54,1433.67,183.72,49,35,516.72,177,411.67,177,26.89,15.5,23.55,25.39,41.9,1.02,21,Latossolos Vermelhos Distroferricos,1,1,0.92,0.66,CERRADO
P2775,Odon_Cerrado_MS.xlsxP39,Odon_Cerrado_MS,Odon,Cerrado,-22.243881,-54.893761,Musgo,Odon_Cerrado_MS,170,77.99842067,416.78,229.57,118,61,2353.24,314.65,121.89,192.77,242.54,197.54,255.65,195.57,1427.78,183.23,47.77,35,516.46,175,409.54,233.54,7.29,32.13,42.91,82.07,25,2.43,21,Latossolos Vermelhos Distroferricos,1,0.83,0.66,0.77,CERRADO
P2776,Odon_Cerrado_MS.xlsxP40,Odon_Cerrado_MS,Odon,Cerrado,-20.773997,-56.613928,Taquaral,Odon_Cerrado_MS,170,22.99447233,381.8,233.06,118,63.47,2387.98,316.66,132.13,184.53,257.13,199.06,257.13,199.06,1352.33,203,33,46.6,537,133,537,195.93,23.18,105.41,177.47,211.49,13.53,1.74,21,Chernossolos Rendzicos Orticos,1,0.92,0.73,0.46,CERRADO
P2777,Odon_Cerrado_MS.xlsxP41,Odon_Cerrado_MS,Odon,Cerrado,-20.772853,-56.592164,Paulino,Odon_Cerrado_MS,170,100,260.45,235.39,117.68,62.68,2433.27,319.71,134.39,185.32,260.39,200.64,260.39,200.64,1350.89,203,33,47,538,132.68,538,151.57,24.63,7.13,46.94,90.14,17.27,2.3,21,Chernossolos Rendzicos Orticos,1,0.82,0.62,0.71,CERRADO
P2778,Odon_Cerrado_MS.xlsxP42,Odon_Cerrado_MS,Odon,Cerrado,-20.589939,-56.707072,Campina,Odon_Cerrado_MS,170,100,336.43,237.62,117,63,2365.77,321.62,138.34,183.28,261.9,204.34,261.9,204.34,1332.04,207,31,49,545,127,545,186,16.86,95.84,90.77,216.97,17.55,1.22,21,Chernossolos Rendzicos Orticos,1,0.82,0.64,0.58,CERRADO
P2779,Odon_Cerrado_MS.xlsxP43,Odon_Cerrado_MS,Odon,Cerrado,-20.719281,-56.756078,Seco,Odon_Cerrado_MS,170,100,276.02,240.17,116.58,62.3,2423.4,324.05,138.89,185.16,264.64,205.89,264.64,205.17,1325.53,201,32,47,531.28,130,531.28,190.3,23.53,66.02,62.32,66.02,37.39,4.89,21,Chernossolos Rendzicos Orticos,0.39,0.23,0.24,0.22,CERRADO
P2780,Odon_Cerrado_MS.xlsxP44,Odon_Cerrado_MS,Odon,Cerrado,-20.706956,-56.778844,Nasc_do_Salobrinha,Odon_Cerrado_MS,170,4.65982289,287.54,239.93,116.67,62.73,2436.62,324.54,139.6,184.94,264.99,205.33,264.99,205.33,1323.76,201.12,32,47.27,531.52,129.67,531.52,189.67,24.04,46.69,54.51,65.5,43.03,16.3,21,Chernossolos Rendzicos Orticos,1,1,1,0.96,CERRADO
P2781,Odon_Cerrado_MS.xlsxP45,Odon_Cerrado_MS,Odon,Cerrado,-20.704272,-56.849719,Caverna,Odon_Cerrado_MS,170,4.65982289,555.78,229.5,117.08,63.08,2384.16,313.58,130.5,183.08,254,195.58,254,195.5,1325.33,200.08,33,47,527.33,131,527.33,189,14.54,70.82,292.36,384.87,50.27,10.47,21,Chernossolos Rendzicos Orticos,1,1,1,0.99,CERRADO
P2782,Odon_Cerrado_MS.xlsxP46,Odon_Cerrado_MS,Odon,Cerrado,-20.462583,-55.701806,Rodovia_UEMS,Odon_Cerrado_MS,170,81.66535056,177.85,242,122,65,2256.76,324.08,138.46,185.61,263.62,209.5,263.62,209,1447.46,233,30,51,615.54,126,615.54,193,22.74,12.98,20.5,26.41,18.04,0.49,21,Argissolos Vermelho-Amarelos Distroficos,1,0.99,0.84,0.45,CERRADO
P2783,Odon_Cerrado_MS.xlsxP47,Odon_Cerrado_MS,Odon,Cerrado,-20.435194,-55.65925,Fundo,Odon_Cerrado_MS,170,0,292.21,239.68,121.77,65.8,2216.07,320.08,136.95,183.13,260.88,207.94,260.88,206.91,1448.23,234.8,30.01,51.99,616.76,124.95,616.76,190.94,17.41,117.87,167.45,140.93,11.78,3.67,21,Argissolos Vermelho-Amarelos Distroficos,1,1,0.99,0.91,CERRADO
P2784,Odon_Cerrado_MS.xlsxP48,Odon_Cerrado_MS,Odon,Cerrado,-20.4835,-55.64125,Morcego_(Foz),Odon_Cerrado_MS,170,63.33070111,247.17,241.82,121.81,65,2237.68,323.82,139.01,184.81,263.82,210.81,263.82,209.81,1443.98,232.19,30,51,613.18,124.81,613.18,191.81,22.34,78.16,57.31,78.16,12.04,10.3,21,Argissolos Vermelho-Amarelos Distroficos,1,1,1,0.93,CERRADO
P2785,Odon_Cerrado_MS.xlsxP49,Odon_Cerrado_MS,Odon,Cerrado,-20.450889,-55.621639,Morcego_,Odon_Cerrado_MS,170,0,570.68,228.25,120.09,67,2084.13,307.29,129.69,177.59,248.29,199.2,248.29,198.15,1453.33,235.96,31,51.04,612.51,123.51,580.34,188.51,19.72,404.92,359.36,414.52,32.92,15.2,21,Argissolos Vermelho-Amarelos Distroficos,1,0.98,0.92,0.92,CERRADO
P2786,Odon_Cerrado_MS.xlsxP50,Odon_Cerrado_MS,Odon,Cerrado,-20.489639,-55.600333,Paxixi,Odon_Cerrado_MS,170,100,232.24,242.74,121,66,2220.88,323.74,140.74,183,264.44,211.74,264.44,210.74,1439.9,232.26,30,51.1,611.26,123.97,611.26,190.64,21.7,69.23,20.93,69.23,13.46,1.78,21,Argissolos Vermelho-Amarelos Distroficos,0.86,0.58,0.46,0.43,CERRADO
P2787,Odon_Cerrado_MS.xlsxP51,Odon_Cerrado_MS,Odon,Cerrado,-20.487611,-55.5575,Antas,Odon_Cerrado_MS,170,46.82951661,196.5,242.88,120.38,65.5,2187.6,323.38,141.5,181.88,264,212,264,211,1435.74,232.5,30,52,610.5,122,595.26,188,23.38,30.86,18.9,30.86,11.55,1.73,21,Argissolos Vermelho-Amarelos Distroficos,1,1,0.87,0.72,CERRADO
P2788,Odon_Cerrado_MS.xlsxP52,Odon_Cerrado_MS,Odon,Cerrado,-20.504861,-55.849972,Acogo,Odon_Cerrado_MS,170,59.66377122,146.87,242,122,64,2340.75,326,137.08,188.92,265,209,265,208.08,1442.57,230,30,50.43,610.43,128,610.43,195,20.95,1.57,5.92,2.07,23.77,2.04,21,Argissolos Vermelho-Amarelos Distroficos,0.95,0.83,0.71,0.57,CERRADO
P2789,Odon_Cerrado_MS.xlsxP53,Odon_Cerrado_MS,Odon,Cerrado,-20.509444,-55.657528,Bueiro,Odon_Cerrado_MS,170,100,238.62,240.29,121,65.23,2252.91,322.08,137.76,184.32,262.26,208.52,262.26,207.52,1444.65,232.21,30,51,610.77,125.59,610.77,192.59,23.63,76.38,135.86,76.38,19.41,2.81,21,Argissolos Vermelho-Amarelos Distroficos,0.63,0.54,0.59,0.46,CERRADO
P2790,Odon_Cerrado_MS.xlsxP54,Odon_Cerrado_MS,Odon,Cerrado,-20.512222,-55.780667,Rio_Taquarussu,Odon_Cerrado_MS,170,100,152.2,242,122,64.25,2298.78,325.75,138,187.75,265,210,265,209,1446.46,230.75,30,51,612.3,128,612.3,195.45,30.32,3.21,1.5,3.21,11.05,1.78,21,Argissolos Vermelho-Amarelos Distroficos,0.75,0.6,0.48,0.45,CERRADO
P2791,Odon_Cerrado_MS.xlsxP55,Odon_Cerrado_MS,Odon,Cerrado,-21.675167,-57.29575,Três_canos_,Odon_Cerrado_MS,170,90.83267528,236.99,240.36,115,59.01,2743.83,331.34,137.73,193.61,269.35,202.72,271.35,202.36,1330.36,167,47,38,493.36,156,455.36,215.74,17.72,9,29.77,100.21,9.52,2.82,21,Neossolos Litolicos Eutroficos,0.48,0.46,0.26,0.12,CERRADO
P2792,Odon_Cerrado_MS.xlsxP56,Odon_Cerrado_MS,Odon,Cerrado,-21.670528,-57.277167,São_Lourenço,Odon_Cerrado_MS,170,100,287.2,240.53,115,59.07,2720.97,330.46,138.53,191.93,268.53,202.59,270.53,202.53,1329.87,167,47,38,493,156,455,187.98,12.67,45.01,50.07,150.42,53.18,2.22,21,Neossolos Litolicos Eutroficos,0.4,0.29,0.19,0.27,CERRADO
P2793,Odon_Cerrado_MS.xlsxP57,Odon_Cerrado_MS,Odon,Cerrado,-21.635833,-57.301944,Piquinique,Odon_Cerrado_MS,170,100,256.25,241.7,115,59,2743.83,331.7,139.03,192.67,269.7,203.39,271.7,203.13,1325.9,166,47,38,492.64,155,456.71,214,15.63,63.87,53.93,119.47,11.11,2.32,21,Neossolos Litolicos Eutroficos,0.36,0.41,0.41,0.47,CERRADO
P2794,Odon_Cerrado_MS.xlsxP58,Odon_Cerrado_MS,Odon,Cerrado,-21.690944,-57.397194,Triste,Odon_Cerrado_MS,170,100,187.5,243.58,114,58.52,2759.36,334.48,141,193.48,272.53,205.58,274.53,205.58,1322.84,166,47,38,490.84,154,457,181.84,24.83,43.19,77.18,53.52,25.26,1.73,21,Planossolos Natricos Orticos,0.47,0.31,0.18,0.1,CERRADO
P2795,Odon_Cerrado_MS.xlsxP59,Odon_Cerrado_MS,Odon,Cerrado,-21.705667,-57.424417,Cabrita,Odon_Cerrado_MS,170,100,165,245.8,114,58.8,2789.82,336,142.8,193.2,274.54,207,276.8,207,1319.94,166,47,38,490,153,457,191.99,18.99,12.64,32.05,34.03,15.43,1.8,21,Planossolos Natricos Orticos,0.84,0.81,0.69,0.57,CERRADO
P2796,Odon_Cerrado_MS.xlsxP60,Odon_Cerrado_MS,Odon,Cerrado,-21.41825,-56.390333,Prata,Odon_Cerrado_MS,170,13.82714761,247.48,239,117,61,2487.57,325.82,135,190.82,263,204,264.95,204,1362.11,176.82,42,39.82,510.82,152,487.82,152,23.26,10.37,1.91,10.37,10.22,1.42,21,Argissolos Vermelho-Amarelos Distroficos,1,1,0.95,0.9,CERRADO
P2797,Odon_Cerrado_MS.xlsxP61,Odon_Cerrado_MS,Odon,Cerrado,-21.144758,-56.399453,Rio_Formoso_(Bal_Ilha_Bonita),Odon_Cerrado_MS,170,28.49486717,270.04,238.93,117.51,61.64,2457.15,323.93,135.57,188.36,262.93,204.57,263.93,204.57,1365.22,189.71,38,42,520.58,144,513.42,211.36,20.49,23.31,19.48,23.31,18.21,1.82,21,Argissolos Vermelho-Amarelos Distroficos,1,0.99,0.86,0.8,CERRADO
P2798,Odon_Cerrado_MS.xlsxP62,Odon_Cerrado_MS,Odon,Cerrado,-21.189222,-56.525625,Anhumas,Odon_Cerrado_MS,170,0,345.8,235.43,117.02,62,2463.02,321.41,133.41,188,260.35,201.41,261.41,201.41,1359.86,186.3,39,41.3,516.59,145.7,504.3,212.7,22.96,37.12,12.31,66.5,27.89,1.68,21,Argissolos Vermelhos Eutroficos,1,0.92,0.85,0.69,CERRADO
P2799,Odon_Cerrado_MS.xlsxP63,Odon_Cerrado_MS,Odon,Cerrado,-20.582472,-56.650303,Bal_Betione,Odon_Cerrado_MS,170,44.99605167,246.55,242,117,63,2417.52,325.01,140.23,184.78,266.01,207.12,266.01,207.12,1334.77,208,30,49,548,125.88,548,186.77,18.44,6.02,18.26,129.43,14.34,1.9,21,Chernossolos Rendzicos Orticos,0.01,0.28,0.7,0.74,CERRADO
P2800,Odon_Cerrado_MS.xlsxP64,Odon_Cerrado_MS,Odon,Cerrado,-20.605414,-56.854567,Sol_de_maio,Odon_Cerrado_MS,170,2.826357946,489.97,232.12,117,63.21,2379.51,315.9,132.74,183.16,256.27,198.27,256.27,197.74,1320.88,203.36,31.63,48,534.36,128.26,534.36,185.63,14.65,311.47,293.02,317.19,52.1,10.42,21,Chernossolos Rendzicos Orticos,1,1,1,1,CERRADO
P2801,Odon_Cerrado_MS.xlsxP65,Odon_Cerrado_MS,Odon,Cerrado,-21.10814,-56.63301,Taquaral_II,Odon_Cerrado_MS,170,0,556.54,225.77,118,63,2405.53,309.8,123.97,185.83,248.8,191.77,250.77,190.81,1361.26,189.2,38,42,517.2,144,508.23,209,18.17,152.88,169.63,277.24,39.13,2.81,21,Argissolos Vermelhos Eutroficos,1,0.99,0.92,0.96,CERRADO
P2802,Odon_Cerrado_MS.xlsxP66,Odon_Cerrado_MS,Odon,Cerrado,-21.18728,-56.55534,Palmerinha_01,Odon_Cerrado_MS,170,11.99368267,337.54,235,117,62,2472.69,320.49,132.49,188,259.49,200.22,260.49,200.22,1358.26,186,39,42,517,145,503.54,212,24.37,4.15,2.07,58.24,11.15,5.94,21,Argissolos Vermelhos Eutroficos,1,0.85,0.75,0.62,CERRADO
P2803,Odon_Cerrado_MS.xlsxP67,Odon_Cerrado_MS,Odon,Cerrado,-21.18744,-56.55606,Palmerinha_02,Odon_Cerrado_MS,170,74.33149078,338.04,235,117,62,2474.93,320.41,132.41,188,259.41,200.1,260.41,200.1,1358.21,186,39,42,517,145,503.52,212,24.38,4.85,2.33,58.74,10.61,5.45,21,Argissolos Vermelhos Eutroficos,1,0.98,0.78,0.63,CERRADO
P2804,Odon_Cerrado_MS.xlsxP68,Odon_Cerrado_MS,Odon,Cerrado,-21.18771,-56.55433,Palmerinha_junto,Odon_Cerrado_MS,170,68.83109594,336.45,235,117,62,2470.05,320.61,132.61,188,259.61,200.43,260.61,200.43,1358.3,186,39,42,517,145,503.49,212,24.42,3.14,1.42,57.15,12.01,7.49,21,Argissolos Vermelhos Eutroficos,1,0.91,0.76,0.63,CERRADO
P2805,Odon_Cerrado_MS.xlsxP69,Odon_Cerrado_MS,Odon,Cerrado,-19.278939,-57.571878,Balneario_(Area_4),Odon_Cerrado_MS,170,0.992893001,536.19,247.11,108.64,63.82,2205.59,325.39,156.84,168.55,268.11,215.66,268.11,215.11,1119.96,191.77,29,56.23,487.02,96.28,479.42,123.55,10.93,449.96,291.17,452.96,24.3,11.02,21,Chernossolos Argiluvicos Orticos,1,1,0.98,0.95,PANTANAL
P2806,Odon_Cerrado_MS.xlsxP70,Odon_Cerrado_MS,Odon,Cerrado,-19.214658,-57.610689,Bananal,Odon_Cerrado_MS,170,0,815.6,231.77,114.47,65.89,2172.62,311.87,139.25,172.63,252.51,201.21,252.77,200.03,1149.29,191.33,29.22,54.89,495.53,98.47,483.5,125.92,9.21,727.67,757.43,732.67,69.34,16.64,21,Chernossolos Argiluvicos Orticos,1,1,1,1,PANTANAL
P2807,Odon_Cerrado_MS.xlsxP71,Odon_Cerrado_MS,Odon,Cerrado,-20.6597,-56.6582,Bet1,Odon_Cerrado_MS,170,100,336.85,237.85,117,63,2428.67,321.85,136.85,185,262.83,203,262.83,203,1340.17,205.87,32,48,542.74,130,542.74,137.84,13.96,46.57,46.5,216.36,34.77,1.8,21,Chernossolos Rendzicos Orticos,0.88,0.57,0.25,0.23,CERRADO
P2808,Odon_Cerrado_MS.xlsxP72,Odon_Cerrado_MS,Odon,Cerrado,-20.67122,-56.67041,Bet2,Odon_Cerrado_MS,170,59.66377122,330.85,236.98,117,63,2425.42,321.15,136.29,184.85,262.15,202.29,262.15,202.29,1340.39,205,32,48,541,130,541,168.27,10.95,7.98,49,213.73,38.25,2.02,21,Chernossolos Rendzicos Orticos,1,0.95,0.66,0.39,CERRADO
P2809,Odon_Cerrado_MS.xlsxP73,Odon_Cerrado_MS,Odon,Cerrado,-20.67716,-56.66042,Bet3,Odon_Cerrado_MS,170,100,336.19,237,117,63,2429.66,321,136,185,262,202,262,202,1341.25,205,32,48,541,130,541,172.34,14.97,7.52,51.45,219.07,41.18,1.28,21,Chernossolos Rendzicos Orticos,0.38,0.22,0.3,0.24,CERRADO
P2810,Odon_Cerrado_MS.xlsxP74,Odon_Cerrado_MS,Odon,Cerrado,-20.6779,-56.6591,Bet4,Odon_Cerrado_MS,170,100,337.14,236.99,117,63,2427.8,320.99,136,184.99,261.99,202,261.99,202,1341.36,205,32,48,541,130,541,169.72,15.47,8.47,53.63,220.02,44.78,1.18,21,Chernossolos Rendzicos Orticos,0.44,0.3,0.48,0.32,CERRADO
P2811,Odon_Cerrado_MS.xlsxP75,Odon_Cerrado_MS,Odon,Cerrado,-20.69416,-56.65499,Bet5,Odon_Cerrado_MS,170,77.99842067,362.78,235.16,117.15,63.15,2403.37,319.62,135.16,184.47,260.16,201.16,260.16,201.16,1342.91,204.87,32,47.47,540.25,130,540.25,158.4,15.64,30.65,87.06,245.66,51.31,2.27,21,Chernossolos Rendzicos Orticos,1,0.9,0.62,0.41,CERRADO
P2812,Odon_Cerrado_MS.xlsxP76,Odon_Cerrado_MS,Odon,Cerrado,-20.66592,-56.67405,Bet6,Odon_Cerrado_MS,170,54.16337639,325.84,237.78,117,63,2399.04,321.78,137.45,184.32,262.78,203.45,262.78,203.45,1339.07,205,32,48,541.03,130,541.03,188.48,10.48,13.33,45.72,208.72,41.79,1.9,21,Chernossolos Rendzicos Orticos,0.85,0.62,0.45,0.21,CERRADO
P2813,Odon_Cerrado_MS.xlsxP77,Odon_Cerrado_MS,Odon,Cerrado,-20.69611,-56.66019,Bet7,Odon_Cerrado_MS,170,8.326752779,363.59,236,117,63,2410.31,320.91,135.95,184.96,260.95,202,260.95,202,1340.96,204.44,32,48,539.44,130,539.44,191,14.62,31.46,90.3,246.47,53.37,1.95,21,Chernossolos Rendzicos Orticos,0.6,0.58,0.52,0.49,CERRADO
P2814,Odon_Cerrado_MS.xlsxP78,Odon_Cerrado_MS,Odon,Cerrado,-20.68883,-56.65356,Bet8,Odon_Cerrado_MS,170,26.66140222,356.33,235.65,117,63,2400.02,319.84,135.54,184.29,260.65,201.54,260.65,201.54,1342.72,205,32,47.54,540.81,130,540.81,156.81,16.48,24.2,77.51,239.21,50.95,2.05,21,Chernossolos Rendzicos Orticos,0.48,0.6,0.64,0.51,CERRADO
P2815,Odon_Cerrado_MS.xlsxP79,Odon_Cerrado_MS,Odon,Cerrado,-20.64087,-56.6777,Bet9,Odon_Cerrado_MS,170,50.4964465,313.98,238.81,117,63,2385.04,322.64,138.79,183.85,263.64,204.79,263.64,204.79,1334.89,206,31,48,542,127.91,542,178.51,12.75,14.86,24.66,196.86,19.53,1.36,21,Chernossolos Rendzicos Orticos,0.43,0.53,0.53,0.48,CERRADO
P2816,Odon_Cerrado_MS.xlsxP80,Odon_Cerrado_MS,Odon,Cerrado,-20.64009,-56.68243,Bet10,Odon_Cerrado_MS,170,44.99605167,313.43,238.24,117,63,2374.12,321.64,138.09,183.55,262.64,204.09,262.64,204.09,1334.8,206,31,48,542,127.95,542,151.88,12.65,23.05,25.26,196.31,15.43,1.68,21,Chernossolos Rendzicos Orticos,1,1,0.84,0.65,CERRADO
P2817,Odon_Cerrado_MS.xlsxP81,Odon_Cerrado_MS,Odon,Cerrado,-20.62511,-56.67368,Bet11,Odon_Cerrado_MS,170,100,295.84,239,117,63,2398.04,323,138.71,184.29,264,204.71,264,204.71,1334.58,206.29,31,48.29,543.58,127,543.58,169.51,14.59,16.97,13.27,178.72,8.25,2.14,21,Chernossolos Rendzicos Orticos,0.69,0.44,0.25,0.32,CERRADO
P2818,Odon_Cerrado_MS.xlsxP82,Odon_Cerrado_MS,Odon,Cerrado,-20.58797,-56.65245,Bet12,Odon_Cerrado_MS,170,0,253,241.38,117,63,2402.11,324.54,140.54,184,265.54,207,265.54,207,1335.31,208,30.54,49,547.84,126.54,547.84,186.93,18.16,6.33,55.83,135.88,11.8,1.76,21,Chernossolos Rendzicos Orticos,1,1,0.97,0.74,CERRADO
P2819,Odon_Cerrado_MS.xlsxP83,Odon_Cerrado_MS,Odon,Cerrado,-20.57561,-56.65337,Bet13,Odon_Cerrado_MS,170,61.49723617,249.02,241.73,117,63,2392.26,325,141.37,183.63,266,207.69,266,207.69,1332.83,208,30,49,547.73,125.06,547.73,185.1,18.39,7.13,3.84,131.9,11.37,1.57,21,Chernossolos Rendzicos Orticos,0.7,0.54,0.48,0.41,CERRADO
P2820,Odon_Cerrado_MS.xlsxP84,Odon_Cerrado_MS,Odon,Cerrado,-20.57056,-56.6574,Bet14,Odon_Cerrado_MS,170,100,264.87,241.25,117,63,2401.92,325.13,140.49,184.64,266,207.25,266,207.25,1331.69,208.13,30,49.41,547.51,125,547.51,185,18.61,32.78,15.65,147.75,17.72,1.86,21,Chernossolos Rendzicos Orticos,0.04,0.11,0.13,0.13,CERRADO
P2821,Odon_Cerrado_MS.xlsxP85,Odon_Cerrado_MS,Odon,Cerrado,-20.55809,-56.67387,Bet15,Odon_Cerrado_MS,170,100,287.89,240,117,63,2395,324,140.3,183.7,265,206.3,265,206.3,1330.3,209,30,50,548.3,125,548.3,185,20.22,135.63,46.96,164.11,24.55,2.01,21,Chernossolos Rendzicos Orticos,0.58,0.7,0.76,0.43,CERRADO
P2822,Odon_Cerrado_MS.xlsxP86,Odon_Cerrado_MS,Odon,Cerrado,-20.56221,-56.66021,Bet16,Odon_Cerrado_MS,170,100,278.1,240.41,117,63,2399.74,324.41,140.05,184.36,265.41,206.46,265.41,206.46,1331.63,208.55,30,49.46,548.1,125,548.1,185,18.66,91.42,40.67,160.98,16.68,1.12,21,Chernossolos Rendzicos Orticos,0.76,0.65,0.47,0.4,CERRADO
P2823,Odon_Cerrado_MS.xlsxP87,Odon_Cerrado_MS,Odon,Cerrado,-20.57031,-56.64873,Bet17,Odon_Cerrado_MS,170,66.997631,237.92,242,117,63,2396.01,325.7,142,183.7,266.29,208,266.29,208,1333.99,208.58,30,49,549.15,125,549.15,175.13,18.44,11.82,16.61,120.8,15.86,1.35,21,Chernossolos Rendzicos Orticos,1,1,0.92,0.67,CERRADO
P2824,Odon_Cerrado_MS.xlsxP88,Odon_Cerrado_MS,Odon,Cerrado,-20.58936,-56.63863,Bet18,Odon_Cerrado_MS,170,6.493287835,238.81,241.29,117,63,2405.59,325.14,140.5,184.64,266,207,266,207,1335.71,208,30.71,49,548,126.71,548,187,19.71,71.6,88.45,102.8,21.65,2.49,21,Chernossolos Rendzicos Orticos,1,1,0.99,0.72,CERRADO
P2825,Odon_Cerrado_MS.xlsxP89,Odon_Cerrado_MS,Odon,Cerrado,-20.58711,-56.63787,Bet19,Odon_Cerrado_MS,170,37.66219189,236.22,241.56,117,63,2409.19,325.33,140.51,184.82,266,207,266,207,1335.44,208,30.44,49,548,126.44,548,187,19.55,57.85,83.94,107.4,23.18,2.38,21,Chernossolos Rendzicos Orticos,1,1,1,0.93,CERRADO
P2826,Odon_Cerrado_MS.xlsxP90,Odon_Cerrado_MS,Odon,Cerrado,-20.63019,-56.63854,Bet20,Odon_Cerrado_MS,170,0,286.38,238,117,63,2391.61,322,137.58,184.42,263,204.19,263,204.19,1338.93,207,31,48.39,545.2,127.81,545.2,139.51,21.31,131.17,148.64,142.66,12.28,2.49,21,Chernossolos Rendzicos Orticos,1,0.97,0.85,0.41,CERRADO
P2827,Odon_Cerrado_MS.xlsxP91,Odon_Cerrado_MS,Odon,Cerrado,-20.62785,-56.64286,Bet21,Odon_Cerrado_MS,170,65.16416606,311.95,238.01,117,63,2375.26,322.01,138.34,183.66,263.01,204.67,263.01,204.66,1337.66,207,31,48.67,545,127.33,545,168.46,20.8,155.49,160.7,168.5,14.65,2.67,21,Chernossolos Rendzicos Orticos,0.5,0.26,0.2,0.34,CERRADO
P2828,Odon_Cerrado_MS.xlsxP92,Odon_Cerrado_MS,Odon,Cerrado,-20.61705,-56.64033,Bet22,Odon_Cerrado_MS,170,59.66377122,284.31,238.97,117,63,2420.39,322.68,138.02,184.66,263.68,204.02,263.68,204.02,1338.27,207.28,31,49,546.26,127.01,546.26,187.42,21.49,129.1,143.25,140.59,11,2.45,21,Chernossolos Rendzicos Orticos,0.8,0.69,0.49,0.34,CERRADO
P2829,Odon_Cerrado_MS.xlsxP93,Odon_Cerrado_MS,Odon,Cerrado,-20.55045,-56.66109,Bet23,Odon_Cerrado_MS,170,4.65982289,270.23,240,117,63,2390.12,324,140.2,183.8,265,206.2,265,206.2,1331.83,209,30,49.2,549,125,549,185,18.64,115.73,123.27,153.11,18.42,0.52,21,Chernossolos Rendzicos Orticos,1,0.91,0.81,0.61,CERRADO
P2830,Odon_Cerrado_MS.xlsxP94,Odon_Cerrado_MS,Odon,Cerrado,-20.58125,-56.62648,Bet24,Odon_Cerrado_MS,170,100,219.41,243.91,117,63,2409.87,326.94,142.92,184.02,268.62,209.17,268.62,209.17,1333.3,208.01,30,49.25,548.01,125.75,548.01,143.79,20.16,22.84,54.09,102.29,11.91,1.37,21,Chernossolos Rendzicos Orticos,0.69,0.53,0.31,0.33,CERRADO
P2831,Odon_Cerrado_MS.xlsxP95,Odon_Cerrado_MS,Odon,Cerrado,-20.57756,-56.62619,Bet25,Odon_Cerrado_MS,170,100,212.06,243.98,117,63,2398.62,326.98,142.99,184,268.27,209.69,268.27,209.69,1331.92,208.01,30,49.7,548.01,125.3,548.01,168.54,19.74,15.49,37.97,94.94,15.38,0.81,21,Chernossolos Rendzicos Orticos,0.13,0.17,0.4,0.37,CERRADO
P2832,Odon_Cerrado_MS.xlsxP96,Odon_Cerrado_MS,Odon,Cerrado,-20.57644,-56.62031,Bet26,Odon_Cerrado_MS,170,100,214.08,243.3,117,62.41,2416.27,327,141.83,185.17,268.05,208.67,268.05,208.67,1334.4,208.59,30,49.26,549.17,125.74,549.17,183.79,20.13,34.61,58.63,94,18.18,1.07,21,Chernossolos Rendzicos Orticos,0.61,0.3,0.16,0.24,CERRADO
